"","ko15","ko16","ko18","ko19","ko21","ko22","wt15","wt16","wt18","wt19","wt21","wt22"
"S577",775651.253458328,1018510.76051852,662619.963249999,438126.79278261,384566.703238096,571871.37530769,942439.256479995,843078.803777781,344850.88,223619.720000002,132851.284999998,620972.431384617
"S578",92853.0149999991,251860.338485715,66966.3499999999,63634.9903986075,59599.8950000001,72683.5021041916,216932.134095238,115594.030000001,57900.3050000003,32721.0199999998,69029.8479645003,50299.1000000018
"S579",170204.705,110745.659999999,57463.6700000001,40634.1933999997,64213.2255833333,67268.394999998,134256.654999998,123027.263097599,43414.664999999,6700.32633424526,52780.5396505872,20581.3703011412
"S580",18356.2770000004,373858.155000002,235525.274499998,130344.290222221,343636.44,381464.084307693,7295.56380000016,491773.080000003,272915.430200006,216899.834699998,833080.568142856,360525.920000002
"S581",2068.92999999999,79633.4600000028,41101.5950000014,31103.1005714291,77203.0150000002,49527.5549999997,13977.0149999999,84049.8899999994,35032.5250000012,8911.8614285712,89192.4799999999,66470.2450000002
"S582",90211.2950000002,77721.0299999995,180657.828,56925.310000002,56662.3899999992,60621.8399999986,2308.15427340668,5427.34047364729,10511.9722899701,33576.747062567,12172.5643994175,12682.6158465003
"S583",251482.980000001,126813.236399999,109892.735,151125.79,277879.835000002,116046.315000001,1028295.6168421,136083.703999999,297237.320000001,167508.209999997,340882.040000001,610291.496125003
"S584",33708.5349999992,0,30422.0349999998,13744.0860832767,21597.7227991227,27836.6549999996,40910.6649999997,23826.5531464875,21793.3840791527,20867.76686525,0,24738.471315555
"S585",203730.241166667,144960.360031844,153750.101615882,178900.315984321,182335.888399999,310998.546692307,94611.8185678332,38260.479531032,344085.823791668,250502.00853333,113085.335,411978.90844444
"S586",734215.639500002,620364.838499998,447797.65859091,125798.347090909,307863.692190476,137007.935999998,103605.582000001,94799.8750000006,62172.7549999996,30062.3693333335,37113.1684000008,47385.0699999998
"S587",220464.679999997,102223.236888888,90416.3099999994,106460.306166668,188621.880333336,63891.1249999991,340781.879999995,69406.1850000024,216577.219999999,162259.9495,341173.238399998,39973.2299999995
"S588",4961.58542119886,10660.0156364491,13955.6440183008,63071.0649999985,66475.6848333342,99524.6099999993,4556.08459337833,11668.3808919715,3254.14717862288,40850.6466153649,62936.9265634637,0
"S589",102756.088703141,77424.4426666682,46325.5650000016,40013.4309771433,8068.00855797613,45918.6744837612,1100574.85153846,6259.6214710291,68697.2399999991,20229.1899999995,71601.8799999995,224280.150000001
"S590",59613.9800000021,108237.709125002,100254.826588235,53155.5244166667,99695.1950000003,67897.5249999999,978742.321928566,15930.3588906951,102227.365000004,36954.3449999998,44529.2535950276,254232.685000001
"S591",12986.37,34899.4999999992,70687.5959999992,201395.565409091,99555.6917894734,37672.8007499993,9483.89999999999,4946.96499999999,144674.116941175,25517.1936000002,59645.7400000012,29182.555000001
"S592",58217.4098000013,50087.5150177484,39172.4728333338,16579.618023931,23957.1105083757,41846.5350000001,57141.2799999999,34209.3419999991,39638.3200000001,42630.5999999999,43926.5099285543,100361.961142857
"S593",5493.14999999993,9925.22999999977,63631.3349999996,39505.2949999999,0,16056.8999999998,57099.0250000001,32553.2278333338,54682.6650000019,31033.9500000011,7508.87000000026,10848.9895000001
"S594",128403.555000001,94358.8327500017,132621.203555554,39638.7931666672,87170.5000000002,77985.5149999999,109364.736000002,95945.4550000002,111334.100000001,58667.1550000001,101948.795,58244.6050000003
"S595",103524.750000004,201462.450000007,90610.9571250017,70146.4299999995,30461.1600000011,124703.465714288,112276.935142854,336859.99,129031.860571425,49577.8040000008,265691.615000001,96033.0949999994
"S596",682001.076533325,164242.383428572,542510.26185,469563.077571431,358551.97090909,407354.068,362021.728222221,122567.670000002,340941.978562497,181024.677428572,184714.779000001,357178.384999999
"S597",8917.45810994888,6538.53048082123,18820.9969375707,58077.1500000001,53392.8231000012,45798.1599999997,5837.8696866903,6313.64742865047,6987.19881082595,1857.61888652274,8838.56103942535,0
"S598",102710.95,222078.195,142473.726769231,71445.593594675,16408.6631429277,67141.6954285718,68318.5331428583,134127.774212761,64928.7200000004,63149.229664271,71634.7449999983,50286.2177921284
"S599",38749.6683093813,3156.03668340431,17516.9417025189,17279.6943684606,57742.2400000003,57457.5782147873,27551.8249999996,115044.715000001,31787.5391996921,32356.3750000011,35650.6999999998,36261.6053333341
"S600",539734.144615386,577686.885,599724.738375005,339415.595217393,397885.573481481,353217.03975,596970.228461536,629639.997882349,472786.852772728,362621.877545455,317945.661999999,258524.63507143
"S601",64362.4154777742,138227.060000005,80520.0693468881,10322.2606907084,28295.1999999996,57979.8818181816,43836.3431428579,174039.03661111,37522.4399999997,6000.24446116172,85589.8500000002,21899.0449999995
"S602",88917.6191374293,329534.489394404,186738.245845542,59515.4330376842,55474.5549999987,127811.225904762,40788.5950000001,76046.4799999995,62593.8078848748,39527.2050000001,32976.1150000011,137124.620347825
"S603",37882.7304143102,42677.5500000001,77539.489999999,47550.5904999983,50059.2306666677,55909.6249999999,74021.3699999999,44801.2549999994,35400.3000000001,36278.2649999995,30304.073333334,149154.046476191
"S604",50069.5754414311,107937.586285712,96860.9799999994,59739.1799999992,84250.4880000017,98480.6373903113,52261.6100000018,105975.540000001,0,0,0,58968.701682602
"S605",37921.5150000001,46895.6388571436,51527.6249999988,31739.7649999996,31203.5213687396,32069.9799999993,12621.2952239445,3514.49180952751,5507.49477934286,9101.08155370617,2645.09219687348,15027.4474839723
"S606",79394.4821666667,46610.3949999994,41128.2124197716,33940.030447926,41679.2529764123,4067.96630147026,65684.6442764589,41181.4100000002,23555.8922990902,33496.6252222333,20265.1850000007,55036.354999999
"S607",676581.566166662,690259.502624993,423308.664380953,375874.822416669,306017.039417591,333642.674011894,619021.872000006,576995.376705878,314181.404952381,303358.194285715,168744.964166667,595649.641125
"S608",106778.385000001,203588.066727273,24631.5003158556,18451.9694243537,36020.0399999998,42111.8382709643,94413.3200000005,110975.715000001,35494.1999999998,16918.5271401469,57995.6362367387,50737.2999999999
"S609",303392.420014341,479726.011636362,497824.796403031,289109.349169022,152814.825489132,362800.059599995,310506.782216379,671492.070857146,707079.458666663,454524.514999998,309291.762545454,193095.374281467
"S610",79192.1299999989,164176.972416667,119069.895,66760.0505608853,37871.4350000013,50538.5449999997,272743.21261111,95994.7144976624,117907.1,60688.1227587584,35106.1447580949,75855.2958333343
"S611",32682.9187479731,0,0,0,31238.3119999996,16717.2137849331,0,35625.9442499994,33725.7500000012,0,4504.91856068579,81959.7106666677
"S612",44863.8550000016,56133.7907692309,75249.2743636366,12150.2010269699,49967.7635636915,37981.2752028762,97888.3919491326,46893.6077026843,45243.4517614102,37231.220785436,56555.9699999994,67958.5600000002
"S613",184593.315000002,111246.734505125,82660.1699999999,20468.1219325012,60524.0964689668,40894.8677930675,150103.255613415,122185.81,52507.3149999996,26897.1503488215,36320.5199999995,97235.5716072079
"S614",11542.7711458627,132566.454999997,0,0,0,0,0,32907.2549999992,0,0,84902.8149999994,57390.1149999996
"S615",108944.345000001,63233.8250000004,113251.225000001,48443.0100000004,18240.5215263415,17624.8593160705,74382.884999999,45914.6358690004,49249.690615772,38040.4550000013,21678.6331710952,46968.5751111121
"S616",61763.1963818658,49757.6099999999,40494.3749999997,7330.81073693493,29260.4433313845,23357.3055128963,54704.5750000001,59972.2375000008,10635.5070235947,41195.4949999997,24387.2601671048,14643.774955883
"S617",128387.905,520723.604799996,69886.6399999984,70500.1199999995,56498.247000001,56332.175000002,34747.6949999995,153983.699999997,75833.639999999,52058.1599999997,39655.5350000001,52761.6197560762
"S618",135217.564999999,10244.1977333801,27093.5191488241,18833.0676679606,20381.7365961889,39583.5449999999,28079.2299999998,100778.844444443,21873.0068910829,42957.6850000001,10440.1150000004,28658.7245638107
"S619",216656.286110966,118723.905000002,59572.9132895133,49658.6191111105,68766.800181818,47406.9800000017,171077.218244664,100074.820843259,59269.932704723,30143.4790568472,9028.61435546068,9628.6909960963
"S620",54577.06488889,531129.052315788,28998.2807273016,22868.3974647896,20845.2211584578,20366.4322980718,19419.0242375576,37725.8899999997,28243.5549999996,17605.5141598206,2871.19477585991,79863.643058823
"S621",99837.3975384596,96344.5299999994,118823.823066667,106763.767445064,31163.8450000011,70931.239473684,87875.3946000019,87167.3700000012,83827.485272727,123977.564124999,31913.4799999998,99894.5267199995
"S622",68919.544880439,154604.785,510720.699000002,669070.088000008,127783.815,48256.5800514529,89813.0170908263,45789.6189362855,294448.2618836,0,31620.8676826101,121459.843505728
"S623",26750.6088423934,21594.1408620972,64972.6217777791,68909.3771692857,52144.3971239609,56079.3582222216,38671.1910000007,28434.1058206914,50182.5673126017,43719.8784999985,177899.810000001,25814.548813664
"S624",44734.571142856,880379.115717954,314240.643111107,509388.18158621,19603.1900000002,45567.022909092,43992.1499999994,545834.440000003,659481.163862069,199614.184999996,51234.9699999991,61032.6649000013
"S625",137056.056821795,390486.280000003,631992.104470584,187325.805000007,68355.9118655123,44973.2107547956,93645.647375843,398486.524053341,342703.758691084,218371.929148427,60577.105622705,54746.5514822201
"S626",16503.7813175023,44514.8599999994,36320.5727999982,26697.435184396,56022.305000002,40092.1699999995,4052.94341464742,69345.1499999999,46698.4668571417,55955.0099999999,54127.0899999993,50821.8100000018
"S627",427387.415000004,96083.216039826,36585.6980181717,39861.6174934677,57488.1664000013,91167.5099999999,409620.205167033,51263.976092655,33135.7449999996,39128.0715570487,114867.671600001,77039.8746666677
"S628",13508.2410874272,83201.4201685704,27435.9751223885,27152.9880000004,25828.6336885757,36457.3029502352,38364.4099999995,53989.0499999996,28224.7749999996,13459.9818485583,46091.400097573,32855.0950948563
"S629",60067.2575062975,198195.566981106,159356.124999998,211790.895428566,368046.199180865,498880.498909089,88931.0099684908,134472.154383802,138802.704373667,264305.380725715,565127.77904762,251625.640499996
"S630",19712.5054285717,282814.28000001,11792.7634285716,7532.34500000026,12235.1699999999,10182.3704999996,59730.5971428581,51715.4249999993,13376.3988571431,10984.7349999999,21872.4399999995,64632.9350000009
"S631",142598.105,138857.189538462,225425.730000001,190086.465000001,92224.7874545451,10829.8000000001,244180.690000004,69173.6765454543,193171.08,265431.825000003,93388.5372999993,54795.2918181831
"S632",11003.5149999998,601303.8684,59480.9549999994,39541.2615000007,15395.5756363636,2067.36500000002,8480.73500000007,52962.7300000018,117875.799999999,63936.5100000004,42039.7178181817,65953.7950000007
"S633",0,98164.6087499983,91879.5850000011,5306.53822222233,38249.014222223,36185.9300000001,9612.23000000003,70606.2217777792,57329.0799999992,29041.7049999996,21083.7480000004,60383.8745
"S634",294157.399999996,534460.444319997,379780.609110134,176062.527999994,56807.9349999987,140889.440348194,453077.174727271,402699.329166665,268153.36,533909.4162353,106734.072013216,67159.4690080583
"S635",16678.2050000006,12823.6099999997,50666.8750000018,154145.856583333,4760.72999999989,12313.4199999997,25144.8549999997,11848.6656000001,162720.035,101502.769999999,112664.975499999,4860.26879999976
"S636",382684.755000001,298674.704909092,81514.5900000002,100749.111555554,67752.8280000013,67683.1199999991,9587.18999999999,14005.185,7147.35500000002,5959.09688888901,7164.06133333348,9501.11499999999
"S637",473249.281079442,477275.045571431,260508.180996545,161584.167111114,452121.628000001,295206.015818181,364051.225353606,298073.383981524,247387.249631304,13918.7260363169,200116.222420067,147617.059999998
"S638",0,8575.59111111129,193258.720000007,829395.516444441,421355.722666662,142044.094999997,0,23426.3866666671,625186.199999998,309624.854399998,403991.715555564,516504.674999992
"S639",39915.2666250007,56972.4041250011,22571.9949999997,5305.60667100232,10685.235888379,13711.1354407115,31074.5712395779,39414.5066250007,22869.4918149164,7238.19880475983,20780.6083840719,4577.47622021275
"S640",58819.8566607554,135277.120500001,29830.5305972139,8228.47348060304,41987.7537623092,0,43962.4149999997,58194.5868333341,20264.8769858795,33237.4699999998,70818.1938506447,31894.863302436
"S641",162759.798488446,45216.0409362285,43502.1299632205,17006.821954142,13013.462652441,23328.7447077512,22736.6342223722,145036.842562499,88729.2400000007,32296.9050000011,8401.03247548743,25229.3649999997
"S642",450461.2625,47736.7263999994,128473.0053,142172.424999999,153438.583466665,340124.579999999,383546.354285715,533041.025599997,22866.4224000002,124827.53,98152.6186666654,71304.5299999995
"S643",157862.169642858,8659.14499999988,9779.6850000001,21460.8450000002,29781.9499999998,65211.9849999991,92956.7571428576,68051.4720000009,19262.55925,27619.1199999996,34957.4049999995,65126.5919999995
"S644",351987.328000007,226647.995,237047.264999996,245756.224000608,59229.7830222752,102999.0324472,191644.799135074,88950.2302241367,210509.140378456,232702.744015569,103666.884871785,43846.4266311926
"S645",31029.255,26310.7799999996,12053.7460385725,37567.9541249993,4239.16891939079,0,3440.49510811476,16800.2450839669,13339.668742914,29074.6033333337,17694.4038584629,0
"S646",314535.265000001,292659.695,146092.750000005,232821.919999997,224183.120000008,163534.674999998,85787.040000003,89993.5649999968,23609.5899999997,66057.0849999996,156548.515,88375.5500000031
"S647",251639.479999997,322376.769000006,211162.319999995,268246.189636165,330415.320000003,262252.201599998,529783.800000006,345464.871111118,859935.214416671,196075.720000007,359630.369333333,142339.465125003
"S648",19482.6849999995,111628.320000001,30759.9288333323,31259.3099999996,6567.61601842379,22400.1120000002,23654.5009159085,77894.3196428575,16227.154926572,19383.6336670824,19652.7329742099,42210.0232914963
"S649",281797.164958282,153733.079999998,0,0,153390.345,463764.889818183,190529.359999997,189974.1458302,188820.379999996,23935.6174446585,136085.603015749,84037.3700000029
"S650",183038.528499999,618877.63352381,55365.0049999993,6751.40999999993,1093.93499999999,4252.10499999996,186468.409230766,242958.29057143,17642.9427692308,10041.0400000001,3790.43000000005,23816.5643076924
"S651",302656.44825,285000.694222219,181070.500000001,169447.245000001,259701.88755,183777.950000002,251088.600000001,269076.730500006,113162.020000004,149479.409999997,139106.103111114,154341.392300003
"S652",6924.94758206601,185576.135,11018.4970191393,21499.9699999995,0,2811.69804161541,11319.0798152907,77180.709666664,42832.4849999999,39636.7549999997,46136.0542222232,29619.478393331
"S653",0,146802.488624997,3744.99919588638,35783.7249999995,0,8714.77254978047,6197.24703817051,32767.9700000011,10425.2830242594,12795.7978517378,37084.2399999998,50130.1985714294
"S654",145305.659700003,65587.5849999991,35699.0252307693,20360.6500000007,117200.999746503,105595.370727272,127662.977100003,143507.369999999,45785.6400000016,27230.9999999996,192174.29505,78655.3349999999
"S655",241289.845052631,215280.114000001,49211.696181818,46457.0250000001,146023.401166666,173457.672500001,253857.536636361,155046.114999998,29757.7839946286,35213.9802857134,238410.341894736,140538.565000001
"S656",6881.3981730738,18280.3372142907,447289.449214288,363442.821843738,507127.294999999,30477.6096000003,14976.9083482375,18108.8153283374,347262.920295081,319114.99329924,291005.800282324,78258.0366949296
"S657",2282.34767738327,16277.7955960218,75561.1056201391,92314.2996491634,100609.154999998,12296.2049999997,1948.8299096455,12532.7184959162,34378.3550000012,52540.1799999988,94752.9250000005,12054.8874500254
"S658",165540.301874997,47586.9549999999,143607.013874997,194233.245578179,45677.1363750008,2804.7948687924,137326.234599999,44153.3449999994,97017.4800000034,120815.020296395,25278.3203551265,7793.00521729882
"S659",233156.829999998,147559.122333333,25457.193710087,37296.8051428577,20710.147674456,6661.26955985807,501535.93904762,36624.3344999993,55061.3949999987,134811.444363637,121644.371699999,169657.192166666
"S660",120439.914421052,49776.7767105918,12746.743754618,18984.0367125417,9335.45084047793,8792.63535361405,97959.6100000002,7949.17159457584,10939.3046193845,6350.21706927925,59812.0428999996,31275.869333333
"S661",0,0,285017.799999998,0,530220.97723077,156734.749999999,0,26779.9435555552,458845.479999997,225796.634999995,190554.399999996,224927.871142851
"S662",4117.94022953756,4330.86958864197,22027.765122542,23794.6456839702,56206.1856355136,10674.4560103228,1364.77818648056,65346.0502499988,270671.363599998,226694.410848435,90028.1900000002,15145.7989619767
"S663",19832.5507526369,62082.2720000013,20149.4660034964,28826.4832282532,21510.996289884,9382.24388351011,25717.6449999997,39006.6974000008,32414.1656395437,14186.9320164991,73924.3207999991,13334.1618956474
"S664",74747.5299999995,128465.913826119,111748.533228627,166614.185478211,104291.051243776,235279.479555553,213459.904124996,91521.1999999979,141116.049999998,130607.597249998,161907.074999999,210711.599999999
"S665",74429.770265075,45975.0049999997,104451.23,326679.665000001,197574.857999996,186737.364999997,70537.3632068712,41399.2993247892,170074.849851416,209357.875000001,53112.5480253334,195830.711950162
"S666",170522.482857139,78667.8549999999,78843.1349999999,78911.9949999999,274875.034999997,73583.1699999995,409144.332666667,60704.7849999999,163554.475499997,72727.1149999999,299312.510000004,264172.923428565
"S667",45785.931450421,402209.281687503,28453.2649999993,101800.748076923,23847.2938662196,20021.5445329112,52137.9750000001,48589.5939469428,29405.9201514564,34695.8849824991,27111.1499999993,9754.39176920262
"S668",42618.0799999997,50155.0450000011,51711.3663968696,35343.9599999995,147109.165411766,42523.39707938,81696.1299999989,18418.3250459908,19899.2072370445,23289.4882646822,70278.0045946678,56296.2250270546
"S669",59401.1399999996,63083.5849999981,36165.4134285705,22586.0799999995,76636.484999999,13736.1070000002,121426.784999998,40661.8300000014,127364.395,38972.7671428578,132735.877428574,286986.57
"S670",0,0,132926.597785715,18243.205,89646.3299999999,86921.6649999999,11445.3651428569,0,86790.3511666678,44300.4549999994,73032.2899999983,343413.665466662
"S671",62480.9712198238,10362.0956457977,10493.7055427075,0,13519.6376880896,3691.42544468284,173740.039999996,0,46017.2599999996,4804.11164491494,58940.1039393803,31788.28
"S672",198909.09466666,47120.5849999994,138610.257818181,92050.1699999988,91546.2399999988,49843.071333334,235663.900000003,81376.8699999989,187468.320857146,61055.3450000021,200895.919999997,81951.2250000029
"S673",43233.8731428561,0,143310.959555558,32098.1500000011,77541.0549999999,190425.569888888,17060.2672500003,318369.514999999,94925.3175000018,50887.5399999999,70498.5549999999,19287.06
"S674",172806.651272727,173802.640000001,167487.241333327,128308.369777776,97984.6500000006,148874.139555554,47465.4874166667,64596.9400000004,22508.0832000002,24951.2675000003,17454.445,30378.2149999998
"S675",34424.1946393537,0,163999.48,34523.8999999992,56322.91575,0,21423.3002110495,0,36340.8650000001,70168.3400000002,92544.8560000002,26975.6543311827
"S676",143347.646869285,185452.500000002,268607.437437502,693372.490370369,72954.0502647204,49325.3348465127,305232.721461588,287163.893730235,271945.63326471,301689.989999999,57755.1168302715,27109.3647254529
"S677",285056.924999997,145485.623199999,93594.8249999994,70042.5401666666,102983.842062501,57296.2939166667,0,17175.8750000001,5137.89500000003,7765.03379999994,0,0
"S678",41953.8509166667,265127.702769231,118051.079999997,72007.214999999,35015.0104166667,37223.5250000003,37220.3950000003,293872.049333339,171583.469999999,58031.7649999999,42485.0550000004,46138.2147272726
"S679",80348.5068750015,99291.4250000003,201331.65652174,77622.4350000002,30207.6300000001,46259.8350000003,226340.28345,83947.048999997,51741.4862222233,66892.7949999999,33328.2400000001,71173.2168999995
"S680",238853.685777783,227651.159999998,40362.9150000014,18999.1000000007,1734.01999999998,11181.9249999997,0,67157.2799999975,70788.0799999999,39541.2899999991,10663.9099999998,17297.9449999996
"S681",71943.0499999983,23212.0800000008,71846.0555233742,38619.2640000003,180574.394999998,36588.9330000005,195036.560000007,26558.0500000009,19010.0549999996,45103.299999999,104989.362833335,55878.3249999996
"S682",45908.2139999988,207301.465000001,244810.306461539,5407.07499999996,11232.0049999999,23835.9039999994,65186.9449999985,182832.690000006,131272.200000002,6835.92000000024,1125.23499999999,30016.7000000023
"S683",19507.9048888887,58264.9499999978,90076.6372777774,3521.25000000001,7394.62500000002,0,33828.2031111107,61542.0600000021,35929.1199999991,932.740000000002,3194.16500000001,6820.27000000002
"S684",57040.9363636362,37481.7499999991,92352.2390526328,13590.4600000005,8184.95000000029,21999.2079999997,37010.4362857164,35336.4423750007,57591.4497999979,5004.87000000001,6749.84500000002,14606.145
"S685",104726.297867489,90244.1599999994,54657.6249999993,18633.2758414051,50396.6733052545,61826.8899999996,110942.850000004,90096.5110909088,248908.350599997,48125.3149999993,90800.3070000017,430880.499954541
"S686",57422.9799999999,119533.134999998,109252.65,26753.675,65523.6982857153,19801.945,58615.5099999996,221718.152444442,56239.8399999999,4466.50999999999,83478.6649999999,100374.212249998
"S687",0,0,20842.6699999992,8931.59300000002,6557.34999999975,6945.47000000024,26027.5149999998,74838.2999999995,12291.5099999995,2264.19325000001,0,21503.1000000007
"S688",96929.2177777797,122664.7,47779.526800001,41570.0036000009,122207.534312501,83488.9798999994,32152.4353999998,218707.185000001,31542.1243999998,44408.7321999997,90300.9895999993,47068.9399999999
"S689",3466.47500000001,57300.9099999987,11389.2613333332,17177.7853333337,34124.8397142863,55573.8991111105,0,42876.3049999999,67354.3826666659,5913.6626249999,166989.811692308,55041.0499999999
"S690",105536.759973509,0,7096.55925864551,9739.82221053915,0,4287.33277430227,127816.679999997,0,93083.0700000005,45816.1540729473,183300.625,23048.1869014922
"S691",12534.4184638138,9265.96941931388,21866.3263435467,243837.490416667,121594.353200761,30868.7242499995,0,2062.76317201647,63611.2574116627,236934.594000004,247878.10525,50519.079333334
"S692",75780.4299999995,125678.683899999,116398.759764705,39759.6452727271,35724.2549999999,30163.7273333337,122843.109999999,3135.95816049256,43697.9300000015,14401.0312010651,40511.5900000001,416874.683217393
"S693",39536.5950000001,19870.8050000007,48031.4150000005,3074.79996263443,14298.7281281148,19073.3472000002,31544.7502499994,41043.2605672975,26451.6299999996,17149.1895510025,45183.1150000001,30662.0697216728
"S694",378155.093333334,501318.568666665,386616.395111116,174605.340428572,419685.446666667,347001.391444448,302699.600875003,274950.154999997,280904.980000003,128843.32,302774.289999997,373533.644750002
"S695",65462.2972307694,65391.9600000023,76799.2450000002,10896.3213333339,17438.795,8152.99875000015,30314.0499999981,65476.4700000002,30958.8300000011,2305.06087500004,6213.04999999977,4017.35500000014
"S696",154911.735384616,133749.594999999,165655.250000001,5511.93000000042,0,4963.78349999973,120826.635999999,90320.8449999979,79455.6214285694,2555.6449999999,7483.82999999995,36115.5050000028
"S697",26633.1699999994,39578.8500000014,39752.5650000014,1234.78500000004,2167.52500000008,5340.85742857174,50921.4844444438,60878.5000000002,28375.0149999998,2305.03457142851,0,3497.77500000012
"S698",187768.294222221,0,12061.0893669331,19149.5868435456,20095.2177459918,5733.82041848607,33398.6649999998,0,79230.281999998,0,106379.309999998,33122.7512323626
"S699",25808.7117193587,134527.399999999,208238.669714289,48710.6250000004,17378.9005571151,12564.8866626404,30010.415170563,127596.014999998,57523.8572940786,63554.6893179994,3699.02493726268,8817.23532921705
"S700",72830.6563183265,99036.3299999971,42913.9893333318,42494.4449999997,41002.9999999994,50351.1961007016,55702.9694358027,68320.0749999995,31549.8894872793,31702.9830369918,37004.4249999995,62758.4898978099
"S701",23035.4208000002,59203.1010381408,29596.5851741775,15890.7854849627,86815.2449999999,41460.8900000007,33664.1451152173,42587.1795896062,33153.2465687225,22158.9849219711,40943.9386063857,44117.4338251788
"S702",109275.441333335,312950.187076917,81947.5157951676,54302.6083333333,129118.87534858,72005.7436999995,351782.288874998,181248.910000002,98181.8221014317,25230.9300000009,116072.920000001,159299.632761905
"S703",39556.4588571435,69750.2275555547,33331.4571428563,23234.578546031,35336.1349999995,25041.6044294325,28287.4982333179,41485.0199999997,21909.4915496419,7517.19767374323,43774.7495286451,42092.2399999999
"S704",36999.4822857134,182723.14,0,33578.6400000012,1599.42571281722,10606.5363311947,0,10690.2068855606,6801.55859223055,1401.82655307645,12476.6442190591,2806.7123879033
"S705",52790.3365999996,13983.450833288,58485.0076999996,59695.5342336165,151003.503916667,131960.557119999,92290.3177723291,62875.7783684552,41838.8693333328,52700.989082468,142381.809246325,110622.191129311
"S706",0,125379.975000004,77315.2853333344,96839.0700000034,0,1376.87281800134,0,0,3298.26287599925,0,0,0
"S707",12510.6580340639,74220.045000001,0,144058.249999999,49358.5109000011,19191.0846761003,13393.7534484214,109710.569428573,111784.820000004,29479.9446724765,73007.2944120578,39427.8224357075
"S708",0,0,20217.3301183716,33872.8599999992,29678.660000001,32101.2799999998,79531.7349999999,0,31714.7250000011,9423.29110144767,47910.6382222217,23547.1104000002
"S709",69712.9250000024,122082.037333329,88942.0799999994,39358.942295297,79303.2449999977,69035.6068630524,118625.435,114026.943375042,59425.7289133998,30913.6837972779,90447.9381659297,68419.8813795734
"S710",173829.244999999,81663.7824000007,56280.5299999999,9247.38077218983,11310.2191750807,26675.6918090383,182810.779999999,109044.222857143,36696.4571740342,12155.0660793626,8429.25088101177,0
"S711",157693.853333337,180029.711606912,106067.582000002,96918.9516999993,108967.891054505,120849.138132168,192844.240875004,107262.932283202,94214.8642500018,63688.8476249989,103278.096844396,69547.0350000024
"S712",353333.777866669,184605.795733335,287894.096608697,85827.8960000018,82119.6924000018,82931.169142855,121211.911333332,64661.105000001,157065.32117647,84040.0498666672,127472.787894737,90863.8999999988
"S713",94052.3494301148,0,44200.3794369777,166390.800000006,9469.44771385726,0,70691.0499999984,7727.24442129955,115970.785777776,217322.16,25338.9149999997,0
"S714",144726.740500002,26938.7848266523,38700.796167219,48353.3096604108,140926.155322984,180328.689999999,118354.951899999,67278.7969476283,34947.8500631707,51081.6418956422,83400.4149999989,132177.713599999
"S715",29401.2097603277,41438.0700000006,203501.445700954,75990.9128373487,14255.7854051996,34855.9820455522,33456.4296410715,42749.2552500008,146605.314375003,285476.882499998,65602.0346638584,45254.0423080697
"S716",110274.590222221,154437.330000005,125643.813750002,24404.6100000002,50244.9852307671,73526.8299999995,94732.1137777767,126096.745,191366.101499999,27126.1449999994,8280.41500000029,97737.0403333329
"S717",98263.6748165745,95497.3532283416,48874.5216316098,48353.4930300476,281327.183772728,297553.29413333,48136.2699999993,45585.6986028339,5747.61489923354,52604.6190232936,291210.239478262,169974.65
"S718",133382.635506321,219779.209999999,156525.992700003,62128.1912515522,35307.9650000012,152889.2285,277473.460235292,113192.767271615,40897.1209440828,12081.2386767757,49336.6249999989,106326.175422715
"S719",166193.46923754,303738.329999997,90367.1349511144,102188.25588986,65470.3665588772,134709.344363106,245746.830437498,158869.410000006,155428.653835237,86493.1702132825,188655.927999999,92425.7699999994
"S720",111705.734444444,63064.3481666644,173544.637499997,75229.5499999995,32926.1591428563,29024.4899999998,62393.4200000022,205054.779600001,134371.793500001,34931.0304000003,20072.8397051706,38837.3416780643
"S721",46489.8900000016,38206.3449999995,24850.6349999997,5252.78562477386,15222.5108962273,9809.33180826289,40448.9899999997,63382.4999999989,23277.5621029727,10751.3800077947,22245.6906886434,26136.466170061
"S722",64522.0050000003,35937.0950000013,18304.2688350876,30696.3191127098,10191.9199471714,23571.5545303234,36636.6500000013,33198.345,34019.9942857148,9558.5922148639,8559.47787563043,228045.700703705
"S723",350800.150800002,114106.634117118,142685.281090909,70706.4022528967,43834.3366826981,66439.4046960514,161112.996857139,107833.18144362,88249.1538148246,61113.9747743078,81031.0049999999,47663.6399999994
"S724",56235.348000001,48705.9299999997,87065.6841666677,31368.4609716494,16300.1664739504,24728.1150056467,34129.1453817294,69314.8709405312,36905.5908571419,23021.9299817195,33924.5515468717,6267.27737819153
"S725",74220.8429217072,111755.019200001,75685.4020032341,21099.3300000007,67620.5635714289,36474.5013640767,81335.5718622018,79912.615999999,79760.2363061714,41361.8037407181,46653.96554576,33242.0240997009
"S726",90815.3849999988,171870.827332294,159050.853291344,92136.97293573,63587.0024999978,123202.321729373,372309.585812503,182431.045714281,179646.350000001,189396.056666668,197688.705818181,120642.719999999
"S727",103557.614999999,162301.454999998,46683.9500000016,46252.5975042814,40588.2749999991,32270.3000000011,90783.3092727958,70716.0899999995,65807.0090067926,34918.986579706,96790.0958333333,153436.542999999
"S728",26004.0943636363,57653.6364444438,141535.07290909,24415.5649999997,276433.775,206159.622533335,41344.6579999997,175954.514999997,89590.6586250017,34620.9300000012,80409.7000000005,362063.62690909
